name,city,district,subdistrict,address,lat,lon,phone,Sunday,Monday,Tuesday,Wednesady,Thursday,Friday,Saturday,notes,owner
חורה א',חורה,דרום,באר שבע,מרכז חורה,31.300399,34.935688,08-6518645,8:00-20:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,סגור,סגור,,משרד הבריאות
חורה ב',חורה,דרום,באר שבע,חורה,31.284482,34.931704,08-6510980,8:00-16:00,סגור,8:00-16:00,סגור,8:00-16:00,סגור,סגור,,משרד הבריאות
חורה,חורה,דרום,באר שבע,שכונה 10,31.302478,34.948583,,סגור,8:00-12:00 שלוש פעמים בחודש,סגור,סגור,סגור,סגור,סגור,,קופת חולים לאומית
חורפיש א,חורפיש,צפון,עכו,חורפיש,33.018769,35.349138,04-9979950,8:00-18:00,8:00-16:00,12:00-16:00,8:00-16:00,8:00-16:00,סגור,סגור,,משרד הבריאות
חורפיש ב,חורפיש,צפון,עכו,חורפיש,33.018769,35.349138,04-9971555,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,משרד הבריאות
חיספין,חיספין,צפון,כנרת,"חספין,ד.נ רמת הגולן",32.845057,35.788748,"04-6763170 ,04-6646600",8:00-14:00,8:00-14:0016:30-19:30,8:00-13:0015:00-18:00,8:00-14:00,סגור,סגור,סגור,,קופת חולים כללית
ק. אליעזר,חיפה,חיפה,חיפה,רח' המעפילים 1,32.830361,34.974338,077-7570962,8:00-20:00,8:00-15:00,8:00-15:00,8:00-20:00,8:00-20:00,8:00-12:30,סגור,,משרד הבריאות
בת גלים,חיפה,חיפה,חיפה,רח' שרל לוץ 26,32.830361,34.974338,077-3441214,סגור,8:00-15:00,8:00-15:00,סגור,סגור,סגור,סגור,השירות מתקבל בתחנת קרית אליעזר,משרד הבריאות
מרגלית,חיפה,חיפה,חיפה,רח' מרגלית 1,32.830361,34.974338,077-3245139,8:00-13:00,8:00-20:00,8:00-13:00,8:00-20:00,8:00-20:00,סגור,סגור,,משרד הבריאות
חנה סנש,חיפה,חיפה,חיפה,רח' חנה סנש 45,32.830361,34.974338,077-3380585,8:00-13:30,8:00-13:30,8:00-13:30,סגור,סגור,סגור,סגור,"מופנים לתחנת גרנד קניון, רח' שמחה גולן 54",משרד הבריאות
רוממה,חיפה,חיפה,חיפה,רח' השקמה 29,32.830361,34.974338,04-8256140,8:00-14:00,8:00-14:00,8:00-14:00,סגור,סגור,סגור,סגור,מופנים לתחנת הגרנד קניון,משרד הבריאות
גרנד קניון,חיפה,חיפה,חיפה,שמחה גולן 54,32.7882483,35.012165,077-7878625,8:00-15:00,8:00-15:00,8:00-15:00,8:00-20:00,8:00-20:00,8:00-12:00,סגור,,משרד הבריאות
חליסה,חיפה,חיפה,חיפה,הירדן 19,32.8014777,35.0089448,077-3238322,8:00-15:00,8:00-15:00,8:00-15:00,8:00-15:00,8:00-15:00,8:00-12:00,סגור,,משרד הבריאות
ארלוזרוב,חיפה,חיפה,חיפה,ארלוזורוב 92,32.8081022,34.9932574,04-8623110,8:00-14:00,8:00-14:00,8:00-14:00,סגור,סגור,סגור,סגור,מופנים לשילוח ולנביאים,משרד הבריאות
מימון,חיפה,חיפה,חיפה,רח' מימון 31,32.830361,34.974338,077-3224721,8:00-16:00,8:00-16:00,8:00-16:00,8:00-20:00,8:00-15:00,8:00-12:30,סגור,,משרד הבריאות
אדמונד פלג,חיפה,חיפה,חיפה,רח' אדמונד פלג 16,32.830361,34.974338,077-2019181,8:00-15:00,8:00-15:00,8:00-15:00,8:00-20:00,8:00-16:00,8:00-12:30,סגור,,משרד הבריאות
יזרעאליה,חיפה,חיפה,חיפה,רח' אבא הילל סילבר 8,32.830361,34.974338,04-8233777,8:00-14:00,8:00-14:00,8:00-14:00,סגור,סגור,סגור,סגור,מופנים לתחנת השילוח ומימון,משרד הבריאות
שילוח,חיפה,חיפה,חיפה,רח' השילוח 35,32.830361,34.974338,077-9616496,8:00-15:00,8:00-15:00,8:00-15:00,8:00-20:00,8:00-20:00,סגור,סגור,,משרד הבריאות
נווה דוד,חיפה,חיפה,חיפה,רח' המלך אסא 4,32.830361,34.974338,077-9610225,8:00-13:30,8:00-13:30,8:00-13:30,7:30-15:00,סגור,סגור,סגור,,משרד הבריאות
חלץ,חלץ,אשקלון,אשקלון,ד.נ חוף אשקלון,31.57794,34.658391,08-6892798,11:30-13:30,סגור,סגור,10:00-12:30,סגור,סגור,סגור,,קופת חולים כללית
ואדי חמאם,חמאם,צפון,כנרת,ואדי חמאם,32.828069,35.490871,04-6724745,סגור,סגור,8:00-20:00,סגור,סגור,סגור,סגור,,משרד הבריאות
חניתה,חניתה,צפון,עכו,חניתה,33.086814,35.173158,04-9859688,סגור,סגור,סגור,סגור,14:30-16:00,סגור,סגור,,קופת חולים כללית
חפציבה,חפציבה,צפון,יזרעאל,ד.נ גלבוע,32.518729,35.426247,04-6534100,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
חצור ב',חצור הגלילית,צפון,צפת,רח' הנשיא,32.980382,35.543548,04-6937375,8:00-15:30,8:00-16:00,8:00-20:00,8:00-16:00,סגור,סגור,סגור,,משרד הבריאות
חצור ד',חצור הגלילית,צפון,צפת,קריה חסידית,32.983925,35.545827,04-6938158,8:00-16:00,8:00-16:00,8:00-20:00,סגור,8:00-16:00,סגור,סגור,,משרד הבריאות
חצרים,חצרים,דרום,באר שבע,ד.נ הנגב,31.240603,34.717427,08-6473339,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
טבריה תחנה א',טבריה,צפון,כנרת,רח' המגינים,32.795859,35.530973,04-6724357,8:00-18:00,8:00-20:00,8:00-20:00,8:00-16:00,8:00-20:00,8:00-13:00,סגור,,משרד הבריאות
טבריה תחנה ב',טבריה,צפון,כנרת,רח' ארליך,32.795859,35.530973,04-6720726,8:00-20:00,8:00-20:00,8:00-15:00,8:00-17:30,8:00-18:00,8:00-13:00,סגור,,משרד הבריאות
טבריה תחנה ג',טבריה,צפון,כנרת,קרית משה ג',32.775392,35.513858,04-6720831,8:00-14:00,סגור,8:00-20:00,סגור,8:00-14:00,סגור,סגור,,משרד הבריאות
טבריה תחנה ד',טבריה,צפון,כנרת,שדרות אלנטאון + 200,32.786023,35.517294,04-6796183,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-13:00,סגור,,משרד הבריאות
טבריה תחנה ו',טבריה,צפון,כנרת,רח' אבוחצירה ש.ד',32.795859,35.530973,04-6796182,8:00-15:00,סגור,7:30-15:00,7:30-17:00,7:30-18:30,8:00-13:00,סגור,,משרד הבריאות
טבריה תחנה ז',טבריה,צפון,כנרת,רמת אגוז ש.ד',32.795859,35.530973,04-6796202,8:00-18:00,8:00-17:00,8:00-17:00,8:00-15:00,8:00-18:30,8:00-13:00,סגור,,משרד הבריאות
טובא,טובא,צפון,צפת,טובא,32.96965,35.594407,04-6800924,8:00-20:00,8:00-16:00,סגור,8:00-16:00,8:00-16:00,8:00-13:00,סגור,,משרד הבריאות
טורעאן א',טורעאן,צפון,נצרת,טורעאן,32.776852,35.371433,04-6517808,8:00-14:00,8:00-14:00,8:00-14:00,8:00-19:00,8:00-14:00,8:00-13:00,סגור,,משרד הבריאות
טורעאן ב',טורעאן,צפון,נצרת,טורעאן,32.776852,35.371433,04-6411451,8:00-14:00,8:00-14:00,8:00-14:00,8:00-14:00,8:00-14:00,סגורה,סגור,,משרד הבריאות
טייבה א',טייבה,מרכז,השרון,טייבה,32.603882,35.443679,09-7991003,8:00-20:00,8:00-20:00,8:00-16:00,8:00-20:00,8:00-16:00,8:00-12:00,סגור,,משרד הבריאות
טייבה ב',טייבה,מרכז,השרון,טייבה,32.603882,35.443679,09-7993062,8:00-20:00,8:00-16:00,8:00-20:00,8:00-16:00,8:00-19:00,8:00-12:00,סגור,,משרד הבריאות
טייבה ד',טייבה,מרכז,השרון,טייבה,32.603882,35.443679,09-7991971,8:00-16:00,8:00-20:00,8:00-20:00,8:00-16:00,8:00-16:00,8:00-12:00,סגור,,משרד הבריאות
טירה,טירה,מרכז,מרכז,רח' המוביל הארצי 2082,32.235466,34.950506,,סגור,סגור,סגור,סגור,סגור,8:00-14:00,סגור,,קופת חולים לאומית
טירה,טירה,מרכז,השרון,המוביל 20,32.236176,34.944207,09-7909300,8:00-12:30,8:00-12:30,סגור,8:00-12:30 16:00-18:00,8:00-12:30,סגור,סגור,,מכבי שרותי בריאות
טירה מרכז,טירה,מרכז,השרון,טירה,32.227365,34.941904,09-7931200,7:30-13:30  16:00-18:30,7:30-13:30,7:30-13:30   16:00-18:30,7:30-13:30,7:30-13:30  16:00-18:30,סגור,סגור,,קופת חולים כללית
טירה צפון,טירה,מרכז,השרון,טירה,32.227365,34.941904,"09-7930906 ,09-7930906",8:00-13:00  16:00-18:30,8:00-13:00,8:00-13:00,8:00-13:00,8:00-13:00,סגור,סגור,,קופת חולים כללית
טירת יהודה,טירת יהודה,מרכז,פתח תקווה,טירת יהודה,32.014449,34.938293,03-9721152,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
טירה עמידר,טירת כרמל,חיפה,חיפה,רח'הרב ווינרוב 26,32.762127,34.97298,04-8571703,8:00-15:00,8:00-15:00,8:00-15:00,8:00-15:00,8:00-15:00,סגור,סגור,ישובי חוף הכרמל,משרד הבריאות
טירה בן צבי,טירת כרמל,חיפה,חיפה,רח' בן צבי 22,32.7522803,34.9719306,04-8573068,8:00-14:00,8:00-14:00,8:00-14:00,8:00-15:00,8:00-15:00,סגור,סגור,ישובי חוף הכרמל,משרד הבריאות
טירת צבי,טירת צבי,צפון,יזרעאל,ד.נ בית שאן,32.489356,35.500656,04-6078923,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
טל שחר,טל שחר,מרכז,רחובות,ד.נ עמק שורק,31.804404,34.903272,08-9348770,סגור,סגור,סגור,14:45-17:30,סגור,סגור,סגור,,קופת חולים כללית
טמרה א+ה,טמרה,צפון,עכו,טמרה,32.633154,35.401491,04-9943139,8:00-16:00,8:00-18:00,8:00-16:00,8:00-16:00,8:00-16:00,סגור,סגור,,משרד הבריאות
טמרה ב,טמרה,צפון,עכו,טמרה,32.633154,35.401491,04-9946760,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,סגור,סגור,,משרד הבריאות
טמרה ג,טמרה,צפון,עכו,טמרה,32.633154,35.401491,04-9948759,8:00-16:00,8:00-16:00,8:00-16:00,8:00-18:00,8:00-16:00,סגור,סגור,,משרד הבריאות
טמרה ד,טמרה,צפון,עכו,טמרה,32.633154,35.401491,04-9947324,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,סגור,,משרד הבריאות
טמרה ו,טמרה,צפון,עכו,טמרה,32.633154,35.401491,04-9941242,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,סגור,סגור,,משרד הבריאות
טמרה,טמרה (יזרעאל),צפון,יזרעאל,טמרה,32.634918,35.402699,04-6620114,סגור,סגור,8:00-20:00,סגור,8:00-14:00,סגור,סגור,,משרד הבריאות
יאנוח,יאנוח,צפון,עכו,יאנוח,32.984019,35.254788,04-9976560,סגור,8:00-18:00,8:00-16:00,8:00-16:00,סגור,8:00-12:00,סגור,,משרד הבריאות
יבניאל,יבנאל,צפון,כנרת,יבניאל ת.ד 117,32.708416,35.503178,04-6780740,8:00-15:00,8:00-20:00,8:00-15:00,8:00-18:00,8:00-15:00,8:00-13:00,סגור,,משרד הבריאות
יבנה,יבנה,מרכז,רחובות,שדרות דואני 16,31.8740209,34.7384891,,סגור,סגור,8:00-13:00,סגור,8:00-13:00,סגור,סגור,,קופת חולים לאומית
יבנה,יבנה,מרכז,רחובות,גבורי החייל 1,31.8685812,34.7426728,08-9424050,8:00-18:30,8:00-14:00,8:00-14:00,8:00-18:30,8:00-14:00,סגור,סגור,,מכבי שרותי בריאות
הדקל,יבנה,מרכז,רחובות,דקל 6,31.8752759,34.7385868,08-9437528,12:00-19:00,8:00-14:00,9:00-14:00,16:00-19:00,8:00-14:00,סגור,סגור,,קופת חולים כללית
נאות אשכול,יבנה,מרכז,רחובות,אבוחצירה 1,31.877958,34.739449,08-9436565,8:00-14:00,7:00-15:00,12:00-19:00,7:00-14:00,12:00-19:00,סגור,סגור,,קופת חולים כללית
קבוצת יבנה,יבנה,מרכז,רחובות,ד.נ אבטח,31.877958,34.739449,08-8548300,סגור,סגור,9:00-13:00,סגור,סגור,סגור,סגור,,קופת חולים כללית
יגור,יגור,חיפה,חיפה,יגור,32.741062,35.078664,04-9848119,8:00-12:00,8:00-12:00,7:30-13:00,סגור,8:00-12:00,סגור,סגור,,קופת חולים כללית
יד מרדכי,יד מרדכי,אשקלון,אשקלון,ד.נ חוף אשקלון,31.586963,34.5575,08-6720507,סגור,סגור,סגור,13:00-15:00,סגור,סגור,סגור,,קופת חולים כללית
יהוד,יהוד,מרכז,פתח תקווה,הרצל 24 יהוד,32.0347462,34.8860139,03-5365626,8:00-16:30,8:00-20:00,8:00-16:00,8:00-20:00,8:00-20:00,8:00-12:00,סגור,,קופת חולים מאוחדת
יהוד,יהוד,מרכז,פתח תקווה,צבי ישי 19. יהוד,32.0324116,34.8905336,"03-5395300 ,03-5395300",7:00-13:0016:00-19:00,7:30-15:00,12:00-19:00,7:30-13:30,7:30-15:00,סגור,סגור,,קופת חולים כללית
קרית סביונים,יהוד,מרכז,פתח תקווה,הוחרש 4 יהוד,32.0353094,34.877471,03-5392300,9:30-12:0015:30-20:00,9:30-12:00,סגור,7:00-12:0015:30-20:00,9:30- 12:00,8:00-12:00,סגור,,קופת חולים כללית
יונתן,יונתן,צפון,כנרת,ד.נ רמת הגולן,32.93966,35.795468,04-6960356,סגור,סגור,סגור,סגור,סגור,8:00-12:00,סגור,,קופת חולים כללית
יוקנעם,יוקנעם,צפון,צפון,הרדופים 20 יוקנעם,32.6496354,35.0958536,,סגור,10:00-15:30,10:00-15:30,8:00-16:00,10:00-15:30,סגור,סגור,,קופת חולים לאומית
יוקנעם,יוקנעם,צפון,צפון,שדרות רבין 9,32.646539,35.094443,04-9936100,8:00-18:30,8:00-18:30,8:00-12:0016:00-18:30,8:00-12:0016:00-18:00,8:00-12:0016:00-18:30,סגור,סגור,,מכבי שרותי בריאות
יחיעם,יחיעם,צפון,עכו,ד.נ מעלה הגליל,32.996109,35.221091,04-9856000,7:30-14:00,8:00-14:00,8:00-12:00,8:00-14:00,8:00-14:00,סגור,סגור,,קופת חולים כללית
ימה,ימה,מרכז,השרון,ימה,32.369407,35.030627,09-8743303,8:00-17:00,8:00-20:00,8:00-20:00,8:00-16:00,8:00-16:00,8:00-12:00,סגור,מ.א.זמר,משרד הבריאות
יסוד המעלה,יסוד המעלה,צפון,צפת,יסוד המעלה,33.046743,35.572112,04-6937439,8:00-16:00,8:00-16:00,סגור,8:00-18:00,8:00-16:00,סגור,סגור,,משרד הבריאות
יסעור,יסעור,צפון,עכו,ד.נ משגב,32.901145,35.166641,04-9960222,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
יפיע א',יפיע,צפון,נצרת,יפיע,32.685898,35.277373,04-6011847,סגור,7:30-15:30,7:30-15:30,7:30-15:30,8:00-19:00,7:30-15:30,סגור,,משרד הבריאות
יפיע ב',יפיע,צפון,נצרת,יפיע,32.685898,35.277373,04-6010959,8:00-14:00,8:00-14:00,8:00-14:00,8:00-14:00,8:00-14:00,סגור,סגור,,משרד הבריאות
יפעת,יפעת,צפון,יזרעאל,ד.נ עמק יזרעאל,32.675853,35.223982,04-6548983,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
יפתח,יפתח,צפון,צפת,ד.נ גליל עליון,33.128346,35.55203,04-6952612,13:30-17:00,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
יקנעם עלית,יקנעם עלית,צפון,יזרעאל,הנוריות 2,32.6584749,35.1091214,04-9090300,14:00-18:00,14:00-18:00,9:00-16:00,סגור,14:00-19:00,סגור,סגור,,קופת חולים כללית
יראון,יראון,צפון,צפת,ד.נ מרום הגליל,33.077239,35.454291,"04-6868312 ,04-6868313",10:00-11:00,10:00-11:00,10:00-11:00,סגור,סגור,סגור,סגור,,קופת חולים כללית
ירוחם,ירוחם,דרום,באר שבע,צבי בורנשטיין,30.987806,34.928828,02-6580161,8:00-16:00,8:00-20:00,8:00-16:00,8:00-16:00,8:00-16:00,סגור,סגור,,משרד הבריאות
בני ברית,ירושלים,ירושלים,ירושלים,בני ברית – 22,31.7860391,35.2193862,02-5716939,8:00-13:00,8:00-17:00,8:00-13:00,8:00-13:00,8:00-13:00,סגור,סגור,,עיריית ירושלים
מחנה יהודה,ירושלים,ירושלים,ירושלים,אבישר 15,31.7857993,35.2107269,02-5456384,8:00-17:00,8:00-13:00,8:00-13:00,8:00-17:00,8:00-13:00,סגור,סגור,,עיריית ירושלים
בקעה,ירושלים,ירושלים,ירושלים,יהודה 26,31.7575586,35.2180142,02-5337498,8:00-17:00,8:00-17:00,8:00-17:00,8:00-13:00,8:00-13:00,8:00-12:00,סגור,,עיריית ירושלים
מעלות דפנה,ירושלים,ירושלים,ירושלים,קרל נטר  42,31.7947762,35.2248108,02-5812463,8:00-17:00,8:00-17:00,8:00-13:00,8:00-13:00,8:00-13:00,8:00-12:00,סגור,,עיריית ירושלים
פ. זאב מערב,ירושלים,ירושלים,ירושלים,שד' משה דיין 152,31.768319,35.21371,02-5456457,8:00-17:00,8:00-17:00,8:00-13:00,8:00-13:00,8:00-13:00,סגור,סגור,,עיריית ירושלים
שכונת  פת,ירושלים,ירושלים,ירושלים,ברל לוקר 17,31.7501004,35.2011402,02-5730244,8:00-17:00,8:00-13:00,8:00-13:00,8:00-13:00,8:00-13:00,סגור,סגור,,עיריית ירושלים
גוננים,ירושלים,ירושלים,ירושלים,אלעזר הגדול  4,31.7545171,35.2054759,02-5456670,8:00-17:00,8:00-17:00,8:00-13:00,8:00-13:00,8:00-13:00,סגור,סגור,,עיריית ירושלים
עיר גנים,ירושלים,ירושלים,ירושלים,ר. דומיניקנית 4,31.768319,35.21371,02-5798572,סגור,סגור,סגור,8:00-13:00,8:00-13:00,סגור,סגור,,עיריית ירושלים
רוממה,ירושלים,ירושלים,ירושלים,זיכרון יעקב 6,31.7956855,35.2004487,02-5372067,8:00-13:00,8:00-13:00,8:00-13:00,8:00-13:00,8:00-13:00,סגור,סגור,,עיריית ירושלים
הרובע היהודי,ירושלים,ירושלים,ירושלים,הרובע היהודי,31.776314,35.233289,02-5343027,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,עיריית ירושלים
בית הכרם,ירושלים,ירושלים,ירושלים,התומר 4,31.7798427,35.1863894,02-6582111,8:00-13:00,8:00-13:00,8:00-13:00,8:00-17:00,8:00-13:00,סגור,סגור,,עיריית ירושלים
